,0
0,0.013371083936733119
1,0.047597836241896556
2,-0.040138081798596334
3,0.07366676661300417
4,-0.02658502282362051
5,-0.01569623314432026
6,-0.08018412920676134
7,-0.02975554083252471
8,-0.011503483796788531
9,-0.030951296558074392
10,0.0009141537116883584
11,-0.024700143994917653
12,0.042691668937056594
13,-0.03210754003414516
14,-0.017744167246100208
15,-0.01726138334259831
16,0.013371083936733119
17,0.047597836241896556
18,-0.040138081798596334
19,0.07366676661300417
20,-0.02658502282362051
21,-0.01569623314432026
22,-0.08018412920676134
23,-0.02975554083252471
24,-0.011503483796788531
25,-0.030951296558074392
26,0.0009141537116883584
27,-0.024700143994917653
28,0.042691668937056594
29,-0.03210754003414516
30,-0.017744167246100208
31,-0.01726138334259831
32,0.013371083936733119
33,0.047597836241896556
34,-0.040138081798596334
35,0.07366676661300417
36,-0.02658502282362051
37,-0.01569623314432026
38,-0.08018412920676134
39,-0.02975554083252471
40,-0.011503483796788531
41,-0.030951296558074392
42,0.0009141537116883584
43,-0.024700143994917653
44,0.042691668937056594
45,-0.03210754003414516
46,-0.017744167246100208
47,-0.01726138334259831
48,0.013371083936733119
49,0.047597836241896556
50,-0.040138081798596334
51,0.07366676661300417
52,-0.02658502282362051
53,-0.01569623314432026
54,-0.08018412920676134
55,-0.02975554083252471
56,-0.011503483796788531
57,-0.030951296558074392
58,0.0009141537116883584
59,-0.024700143994917653
60,0.042691668937056594
61,-0.03210754003414516
62,-0.017744167246100208
63,-0.01726138334259831
64,0.013371083936733119
65,0.047597836241896556
66,-0.040138081798596334
67,0.07366676661300417
68,-0.02658502282362051
69,-0.01569623314432026
70,-0.08018412920676134
71,-0.02975554083252471
72,-0.011503483796788531
73,-0.030951296558074392
74,0.0009141537116883584
75,-0.024700143994917653
76,0.042691668937056594
77,-0.03210754003414516
78,-0.017744167246100208
79,-0.01726138334259831
80,0.013371083936733119
81,0.047597836241896556
82,-0.040138081798596334
83,0.07366676661300417
84,-0.02658502282362051
85,-0.01569623314432026
86,-0.08018412920676134
87,-0.02975554083252471
88,-0.011503483796788531
89,-0.030951296558074392
90,0.0009141537116883584
91,-0.024700143994917653
92,0.042691668937056594
93,-0.03210754003414516
94,-0.017744167246100208
95,-0.01726138334259831
96,0.013371083936733119
97,0.047597836241896556
98,-0.040138081798596334
99,0.07366676661300417
100,-0.02658502282362051
101,-0.01569623314432026
102,-0.08018412920676134
103,-0.02975554083252471
104,-0.011503483796788531
105,-0.030951296558074392
106,0.0009141537116883584
107,-0.024700143994917653
108,0.042691668937056594
109,-0.03210754003414516
110,-0.017744167246100208
111,-0.01726138334259831
112,0.013371083936733119
113,0.047597836241896556
114,-0.040138081798596334
115,0.07366676661300417
116,-0.02658502282362051
117,-0.01569623314432026
118,-0.08018412920676134
119,-0.02975554083252471
120,-0.011503483796788531
121,-0.030951296558074392
122,0.0009141537116883584
123,-0.024700143994917653
124,0.042691668937056594
125,-0.03210754003414516
126,-0.017744167246100208
127,-0.01726138334259831
128,0.013371083936733119
129,0.047597836241896556
130,-0.040138081798596334
131,0.07366676661300417
132,-0.02658502282362051
133,-0.01569623314432026
134,-0.08018412920676134
135,-0.02975554083252471
136,-0.011503483796788531
137,-0.030951296558074392
138,0.0009141537116883584
139,-0.024700143994917653
140,0.042691668937056594
141,-0.03210754003414516
142,-0.017744167246100208
143,-0.01726138334259831
144,0.013371083936733119
145,0.047597836241896556
146,-0.040138081798596334
147,0.07366676661300417
148,-0.02658502282362051
149,-0.01569623314432026
150,-0.08018412920676134
151,-0.02975554083252471
152,-0.011503483796788531
153,-0.030951296558074392
154,0.0009141537116883584
155,-0.024700143994917653
156,0.042691668937056594
157,-0.03210754003414516
158,-0.017744167246100208
159,-0.01726138334259831
160,0.013371083936733119
161,0.047597836241896556
162,-0.040138081798596334
163,0.07366676661300417
